kepid,kepoi_name,koi_disposition,koi_score,koi_period,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_slogg,koi_kepmag
10797460,K00752.01,2,1.0,9.48803557,2.26,793.0,93.59,5455.0,0.927,4.467,15.347
10797460,K00752.02,2,0.969,54.4183827,2.83,443.0,9.11,5455.0,0.927,4.467,15.347
10811496,K00753.01,1,0.0,19.89913995,14.6,638.0,39.3,5853.0,0.868,4.544,15.436
10848459,K00754.01,0,0.0,1.736952453,33.46,1395.0,891.96,5805.0,0.791,4.564,15.597
10854555,K00755.01,2,1.0,2.525591777,2.75,1406.0,926.16,6031.0,1.046,4.438,15.509
10872983,K00756.01,2,1.0,11.09432054,3.9,835.0,114.81,6046.0,0.972,4.486,15.714
10872983,K00756.02,2,1.0,4.13443512,2.77,1160.0,427.65,6046.0,0.972,4.486,15.714
10872983,K00756.03,2,0.992,2.56658897,1.59,1360.0,807.74,6046.0,0.972,4.486,15.714
6721123,K00114.01,0,0.0,7.36178958,39.21,1342.0,767.22,6227.0,1.958,3.986,12.66
10910878,K00757.01,2,1.0,16.06864674,5.76,600.0,30.75,5031.0,0.848,4.485,15.841
11446443,K00001.01,2,0.811,2.470613377,13.04,1339.0,761.46,5820.0,0.964,4.457,11.338
10666592,K00002.01,2,1.0,2.204735417,16.1,2048.0,4148.92,6440.0,1.952,4.019,10.463
6922244,K00010.01,2,0.998,3.522498429,14.59,1521.0,1264.67,6225.0,1.451,4.169,13.563
10984090,K00112.02,2,1.0,3.709214104,1.16,1206.0,500.46,5833.0,1.022,4.407,12.772
10419211,K00742.01,0,0.0,11.521446064,150.51,753.0,75.88,5795.0,0.848,4.554,15.472
10464078,K00743.01,0,0.0,19.40393776,7.18,523.0,17.69,5043.0,0.68,4.591,15.487
10480982,K00744.01,0,0.0,19.221388942,49.29,698.0,55.97,6117.0,0.947,4.496,15.341
10485250,K00745.01,0,0.0,16.46983774,7.94,595.0,29.61,5152.0,0.786,4.517,15.788
10526549,K00746.01,2,1.0,9.27358173,2.47,649.0,41.85,4856.0,0.696,4.583,15.302
10583066,K00747.01,2,1.0,6.02930329,2.85,678.0,50.04,4537.0,0.672,4.648,15.784
10583180,K00748.01,0,0.0,2.696370652,1.58,1066.0,305.34,4989.0,0.819,4.504,15.269
10601284,K00749.01,2,1.0,5.349553819,2.55,919.0,168.99,5185.0,0.91,4.44,15.416
10601284,K00749.02,2,0.98,3.94105221,1.7,1018.0,253.15,5185.0,0.91,4.44,15.416
10601284,K00749.03,2,0.971,8.10904807,1.3,800.0,97.03,5185.0,0.91,4.44,15.416
2306756,K00113.01,0,0.4808294015396076,386.6030528,41.5,297.0,1.84,5543.0,1.58,4.081,12.394
10662202,K00750.01,2,1.0,21.67699193,2.95,530.0,18.64,4954.0,0.828,4.5,15.377
10682541,K00751.01,2,1.0,4.99677968,2.78,917.0,166.95,5339.0,0.847,4.552,15.861
11460018,K00769.01,2,1.0,4.280963604,2.3,1012.0,247.87,5644.0,0.831,4.564,15.356
11463211,K00770.01,0,0.0,1.50635409,4.53,1452.0,1054.12,5714.0,0.831,4.563,15.525
11465813,K00771.01,0,0.0,670.645531,14.14,196.0,0.35,5520.0,0.983,4.466,15.207
11493732,K00772.01,0,0.0,61.2563628,39.87,505.0,15.43,6144.0,1.091,4.402,15.25
11507101,K00773.01,2,1.0,38.3775486,2.82,529.0,18.53,5481.0,1.036,4.369,15.172
10910878,K00757.02,2,0.992,41.19725502,3.86,439.0,8.76,5031.0,0.848,4.485,15.841
10910878,K00757.03,2,1.0,6.252962249,2.65,823.0,108.3,5031.0,0.848,4.485,15.841
10987985,K00758.01,2,1.0,16.01308419,3.1,593.0,29.31,5015.0,0.826,4.499,15.39
11018648,K00759.01,2,1.0,32.62876672,3.36,506.0,15.55,5586.0,0.798,4.56,15.082
11018648,K00759.02,2,0.978,91.7732862,2.12,359.0,3.92,5586.0,0.798,4.56,15.082
11138155,K00760.01,2,1.0,4.959319244,12.21,1103.0,349.4,5712.0,1.082,4.359,15.263
11152159,K00761.01,0,0.0,2.701287801,6.54,1222.0,527.81,5550.0,0.91,4.468,15.54
11153539,K00762.01,2,1.0,4.49876511,2.1,1133.0,389.62,6075.0,0.969,4.486,15.395
11242721,K00763.01,0,0.0,19.651209505,12.42,730.0,67.03,6074.0,1.063,4.391,15.536
9579641,K00115.01,2,1.0,5.412203927,2.94,1093.0,337.68,5779.0,1.087,4.339,12.791
11304958,K00764.01,2,0.998,41.43958662,5.5,516.0,16.72,5468.0,1.046,4.367,15.4
11391957,K00765.01,2,1.0,8.35389523,2.52,790.0,91.9,5592.0,0.787,4.582,15.317
11403044,K00766.01,2,1.0,4.125543472,4.43,1243.0,565.35,6174.0,1.103,4.417,15.506
11414511,K00767.01,2,1.0,2.816504904,12.21,1219.0,521.13,5532.0,0.955,4.452,15.052
11442465,K00768.01,0,0.0,33.93373447,7.34,430.0,8.11,5040.0,0.705,4.628,15.716
12110942,K00786.01,2,1.0,3.689920099,1.89,1147.0,408.99,5880.0,0.917,4.518,15.242
12366084,K00787.01,2,1.0,4.431238488,3.25,1104.0,351.23,5714.0,1.015,4.428,15.367
12366084,K00787.02,2,1.0,11.37936986,3.95,806.0,99.68,5714.0,1.015,4.428,15.367
12404086,K00788.01,2,1.0,26.39432897,3.07,489.0,13.49,5129.0,0.763,4.595,15.234
8395660,K00116.01,2,1.0,13.57078281,2.64,785.0,89.61,5854.0,1.012,4.406,12.882
9579641,K00115.02,2,1.0,7.12594387,1.79,997.0,233.31,5779.0,1.087,4.339,12.791
11656840,K00774.01,0,0.014,7.442652004,15.03,967.0,206.78,6108.0,0.956,4.469,15.27
11754553,K00775.01,2,1.0,16.38489988,2.0,433.0,8.35,4126.0,0.615,4.661,15.095
11754553,K00775.02,2,1.0,7.8774163,2.16,553.0,22.18,4126.0,0.615,4.661,15.095
11754553,K00775.03,2,1.0,36.4454001,1.99,332.0,2.88,4126.0,0.615,4.661,15.095
11812062,K00776.01,2,1.0,3.728732147,6.02,1023.0,258.34,5497.0,0.809,4.577,15.523
11818800,K00777.01,1,0.999,40.4195037,7.51,467.0,11.29,5446.0,0.781,4.507,15.487
11853255,K00778.01,2,1.0,2.243380573,1.99,822.0,107.6,4149.0,0.564,4.698,15.135
11909839,K00779.01,0,0.0,10.405998015,11.23,833.0,113.94,5746.0,0.924,4.393,15.562
11918099,K00780.01,2,1.0,2.337437946,2.34,1070.0,311.16,5005.0,0.765,4.595,15.334
11918099,K00780.02,1,0.993,7.2406612,19.45,734.0,68.63,5005.0,0.765,4.595,15.334
9579641,K00115.03,1,0.871,3.43591631,0.55,1272.0,617.61,5779.0,1.087,4.339,12.791
11923270,K00781.01,2,1.0,11.59822233,2.65,396.0,5.82,3688.0,0.473,4.79,15.937
11960862,K00782.01,2,1.0,6.575315881,5.31,1015.0,251.38,5992.0,0.989,4.415,15.312
12020329,K00783.01,2,1.0,7.275040844,4.86,833.0,113.64,5485.0,0.867,4.556,15.08
12066335,K00784.01,2,1.0,19.27153892,1.93,393.0,5.66,4077.0,0.56,4.702,15.385
12066335,K00784.02,2,1.0,10.06524317,1.91,488.0,13.43,4077.0,0.56,4.702,15.385
12070811,K00785.01,2,1.0,12.3935651,2.66,677.0,49.68,5557.0,0.75,4.603,15.505
8395660,K00116.02,2,0.998,43.84439721,2.87,531.0,18.77,5854.0,1.012,4.406,12.882
3120431,K00798.01,0,0.0,3.341913228,21.55,1032.0,268.67,5295.0,0.811,4.551,15.629
3246984,K00799.01,0,0.773,1.626630225,32.43,1547.0,1355.88,5735.0,0.973,4.41,15.279
3342970,K00800.01,2,1.0,2.711504086,3.12,1420.0,960.79,6214.0,1.076,4.442,15.541
3342970,K00800.02,2,1.0,7.21203748,3.32,1025.0,260.58,6214.0,1.076,4.442,15.541
12459725,K00789.01,0,0.4808294015396076,14.1798187,1.88,711.0,60.35,5799.0,0.878,4.539,15.727
12470844,K00790.01,2,1.0,8.47237911,2.59,751.0,75.44,5354.0,0.788,4.587,15.339
12470844,K00790.02,2,0.989,60.4189369,2.36,390.0,5.49,5354.0,0.788,4.587,15.339
12644822,K00791.01,2,1.0,12.611904345,7.4,753.0,76.15,5795.0,0.919,4.508,15.14
2440757,K00792.01,0,0.0,1.433769925,46.58,1920.0,3209.29,6017.0,1.339,4.22,15.122
2445129,K00793.01,0,0.0,10.31872301,28.59,876.0,139.26,5927.0,1.06,4.409,15.065
2713049,K00794.01,2,1.0,2.539183147,2.06,1332.0,743.09,5519.0,1.062,4.35,15.026
3114167,K00795.01,2,1.0,6.770300385,2.77,812.0,102.87,5653.0,0.679,4.656,15.591
3114661,K00796.01,0,0.0,0.444291966,27.51,1836.0,2706.26,5255.0,0.636,4.678,15.748
3115833,K00797.01,1,1.0,10.181584004,7.73,812.0,102.91,5988.0,0.836,4.541,15.657
4139816,K00812.02,2,1.0,20.06036336,1.96,361.0,4.0,3950.0,0.493,4.754,15.954
4139816,K00812.03,2,1.0,46.1842039,1.83,273.0,1.32,3950.0,0.493,4.754,15.954
8395660,K00116.04,2,0.952,23.9800854,1.31,649.0,41.94,5854.0,1.012,4.406,12.882
4139816,K00812.04,2,0.994,7.82502168,1.2,494.0,14.05,3950.0,0.493,4.754,15.954
4275191,K00813.01,2,1.0,3.895936525,7.34,1005.0,241.62,5557.0,0.774,4.592,15.725
4476123,K00814.01,2,0.999,22.36646466,2.32,536.0,19.45,5395.0,0.734,4.615,15.583
3351888,K00801.01,2,1.0,1.625522174,9.73,1579.0,1467.41,5539.0,1.106,4.322,15.001
3453214,K00802.01,1,1.0,19.620346923,13.6,643.0,40.39,5710.0,0.905,4.492,15.562
3554600,K00803.01,0,0.0,7.544039,17.47,838.0,116.46,5657.0,0.824,4.567,15.559
3641726,K00804.01,2,1.0,9.02930689,2.57,757.0,77.75,5349.0,0.82,4.526,15.387
3734868,K00805.01,0,0.053,10.328035714,13.28,843.0,119.31,5627.0,1.024,4.359,15.646
3832474,K00806.01,2,1.0,143.2063047,8.9,308.0,2.14,5485.0,0.867,4.556,15.403
8395660,K00116.03,2,0.95,6.164876,0.79,1021.0,256.35,5854.0,1.012,4.406,12.882
3832474,K00806.02,2,0.745,60.32494216,12.19,411.0,6.77,5485.0,0.867,4.556,15.403
3832474,K00806.03,2,0.4808294015396076,29.1598615,1.91,524.0,17.85,5485.0,0.867,4.556,15.403
3836375,K00807.01,0,0.0,1.540397253,25.69,1470.0,1105.68,5663.0,0.915,4.53,15.974
3838486,K00808.01,0,0.0,2.99025443,1.7,918.0,168.45,4667.0,0.731,4.578,15.842
3935914,K00809.01,2,1.0,1.594745374,11.3,1539.0,1329.42,5934.0,0.893,4.491,15.53
3940418,K00810.01,2,1.0,4.783002698,2.5,886.0,145.48,5170.0,0.807,4.574,15.119
4049131,K00811.01,2,1.0,20.50588921,3.41,518.0,17.06,4905.0,0.761,4.544,15.398
4139816,K00812.01,2,1.0,3.340218842,2.03,656.0,43.73,3950.0,0.493,4.754,15.954
5287983,K00828.01,0,0.0,2.507089906,30.26,1326.0,730.47,5926.0,0.939,4.506,15.555
5358241,K00829.01,2,1.0,18.64932728,3.12,701.0,57.13,5775.0,1.053,4.405,15.386
10875245,K00117.02,2,1.0,4.90144976,1.7,1262.0,598.74,5847.0,1.402,4.191,12.487
5358241,K00829.02,2,0.998,9.75192101,2.76,870.0,135.66,5775.0,1.053,4.405,15.386
5358241,K00829.03,2,1.0,38.5576546,4.02,550.0,21.71,5775.0,1.053,4.405,15.386
5358624,K00830.01,2,0.99,3.525632539,11.58,975.0,213.12,5150.0,0.793,4.572,15.224
4544670,K00815.01,1,1.0,34.84398644,7.61,511.0,16.1,5509.0,0.871,4.482,15.684
4664847,K00816.01,2,1.0,7.748094239,5.52,964.0,204.39,5973.0,1.085,4.439,15.67
4725681,K00817.01,2,1.0,23.96793669,1.8,329.0,2.77,3747.0,0.524,4.728,15.414
4725681,K00817.02,2,0.995,8.29561738,1.82,469.0,11.39,3747.0,0.524,4.728,15.414
4913852,K00818.01,2,1.0,8.11437482,2.1,460.0,10.55,3692.0,0.517,4.753,15.877
4932348,K00819.01,0,0.0,38.036729482,27.5,500.0,14.81,5575.0,0.932,4.521,15.472
4936180,K00820.01,1,0.0,4.64090031,30.09,1155.0,421.08,6463.0,0.826,4.5,15.27
11913073,K00011.01,0,0.0,3.747838198,13.65,1031.0,266.76,5514.0,0.826,4.569,13.496
10875245,K00117.01,2,0.992,14.74914825,2.89,874.0,137.91,5847.0,1.402,4.191,12.487
5021899,K00821.01,2,1.0,21.81295996,3.38,639.0,39.33,5601.0,0.999,4.41,15.54
5077629,K00822.01,0,0.0,7.91936937,10.34,814.0,104.0,5690.0,0.776,4.588,15.805
5115978,K00823.01,1,0.4808294015396076,1.028436523,72.77,1947.0,3400.48,6228.0,0.99,4.428,15.202
5164255,K00824.01,2,1.0,15.37562369,11.01,600.0,30.54,4986.0,0.833,4.496,16.422
5252423,K00825.01,2,1.0,8.10363271,2.11,687.0,52.82,4861.0,0.732,4.574,15.289
5252423,K00825.02,2,1.0,4.71510843,1.46,823.0,108.84,4861.0,0.732,4.574,15.289
5272878,K00826.01,2,1.0,6.365839713,2.44,914.0,165.33,5776.0,0.849,4.554,15.09
5283542,K00827.01,0,0.037,5.97581754,3.86,1047.0,284.25,6108.0,0.997,4.471,15.546
5649215,K00839.01,0,0.0,2.446737317,26.25,1261.0,597.19,5764.0,0.863,4.548,15.021
5651104,K00840.01,2,1.0,3.04033046,8.99,1021.0,257.29,5035.0,0.791,4.519,15.028
5792202,K00841.01,2,1.0,15.33528675,5.0,610.0,32.67,5251.0,0.817,4.581,15.855
10875245,K00117.04,2,0.998,7.95825328,1.06,1074.0,314.15,5847.0,1.402,4.191,12.487
5792202,K00841.02,2,1.0,31.33046135,6.5,481.0,12.61,5251.0,0.817,4.581,15.855
5370302,K00831.01,0,0.006,3.9043425,12.28,1104.0,351.05,5810.0,0.898,4.526,15.016
5372966,K00832.01,0,0.0,9.286358079,17.61,796.0,95.03,5670.0,0.821,4.523,15.365
5376067,K00833.01,0,0.0,3.951405455,31.44,1133.0,388.71,6046.0,0.869,4.539,15.446
5436502,K00834.01,2,0.999,23.65369415,7.89,731.0,67.65,5739.0,1.384,4.191,15.084
5436502,K00834.02,2,0.996,13.23352214,3.06,888.0,146.67,5739.0,1.384,4.191,15.084
5436502,K00834.03,2,0.997,6.15560285,2.32,1146.0,406.94,5739.0,1.384,4.191,15.084
5436502,K00834.04,2,1.0,2.090811305,1.62,1642.0,1718.04,5739.0,1.384,4.191,15.084
10875245,K00117.03,2,0.995,3.180027898,1.53,1458.0,1066.86,5847.0,1.402,4.191,12.487
5436502,K00834.05,2,0.989,50.4467417,2.67,568.0,24.64,5739.0,1.384,4.191,15.084
5456651,K00835.01,2,1.0,11.76307164,2.35,616.0,33.99,4959.0,0.756,4.603,15.208
5456651,K00835.02,2,0.878,56.2279271,2.37,366.0,4.22,4959.0,0.756,4.603,15.208
5481416,K00836.01,0,0.0,2.384052875,17.06,1010.0,244.87,4794.0,0.701,4.58,15.836
5531576,K00837.01,2,1.0,7.953547,2.25,696.0,55.37,4768.0,0.779,4.536,15.66
5531576,K00837.02,2,1.0,4.14451656,1.48,864.0,132.08,4768.0,0.779,4.536,15.66
5534814,K00838.01,0,0.0,4.859386384,38.33,1114.0,364.23,6072.0,0.988,4.47,15.311
6291653,K00850.01,2,0.999,10.526294577,8.24,713.0,61.16,5386.0,0.793,4.553,15.305
6392727,K00851.01,2,1.0,4.583520948,5.39,1038.0,274.98,5815.0,0.877,4.54,15.287
6422070,K00852.01,2,0.876,3.76181843,2.66,1121.0,372.62,5653.0,0.949,4.472,15.257
6428700,K00853.01,2,1.0,8.20396958,3.01,742.0,71.5,5015.0,0.826,4.499,15.376
6428700,K00853.02,2,1.0,14.49645186,3.01,613.0,33.48,5015.0,0.826,4.499,15.376
5792202,K00841.03,2,1.0,6.54626149,2.19,810.0,101.78,5251.0,0.817,4.581,15.855
5794379,K00842.01,2,1.0,12.71809866,2.31,562.0,23.6,4702.0,0.686,4.592,15.389
5794379,K00842.02,2,0.999,36.06588163,2.64,397.0,5.88,4702.0,0.686,4.592,15.389
5881688,K00843.01,2,1.0,4.190425659,6.21,1234.0,547.9,6073.0,1.135,4.392,15.27
6022556,K00844.01,2,1.0,3.709870784,4.35,1151.0,415.1,5727.0,0.978,4.463,15.581
6032497,K00845.01,2,1.0,16.3297527,3.75,727.0,66.08,5878.0,0.987,4.444,15.447
6061119,K00846.01,2,0.985,27.807566216,13.84,554.0,22.24,5862.0,0.785,4.584,15.482
6191521,K00847.01,2,0.942,80.8723469,7.59,452.0,9.88,5510.0,1.238,4.222,15.201
6267425,K00848.01,0,0.0,3.166465862,26.82,954.0,196.31,4968.0,0.704,4.575,15.999
3531558,K00118.01,2,0.912,24.99324319,2.29,712.0,60.88,5718.0,1.317,4.181,12.377
6276477,K00849.01,2,1.0,10.35533116,2.47,777.0,86.22,5501.0,0.918,4.462,15.018
6863998,K00867.01,2,1.0,16.08518937,3.68,613.0,33.43,5239.0,0.826,4.523,15.219
6867155,K00868.01,1,0.998,235.9986399,10.59,188.0,0.29,4245.0,0.657,4.627,15.172
6948054,K00869.01,2,1.0,7.49018305,2.56,753.0,76.06,5103.0,0.787,4.562,15.599
6948054,K00869.02,2,1.0,36.2761238,3.03,445.0,9.29,5103.0,0.787,4.562,15.599
6948054,K00869.03,2,1.0,17.46087931,2.32,568.0,24.6,5103.0,0.787,4.562,15.599
6435936,K00854.01,2,0.996,56.0560754,1.94,233.0,0.69,3593.0,0.491,4.757,15.849
6522242,K00855.01,2,0.974,41.408316686,11.38,453.0,9.93,5522.0,0.747,4.586,15.196
6526710,K00856.01,1,0.994,39.74893077,14.21,552.0,21.87,6122.0,0.964,4.487,15.344
6587280,K00857.01,2,1.0,5.715425977,2.47,850.0,123.03,5237.0,0.826,4.572,15.086
9471974,K00119.01,2,0.959,49.18394185,8.2,669.0,47.4,5626.0,2.057,3.907,12.654
6587280,K00857.02,2,0.994,20.0261412,2.28,559.0,23.14,5237.0,0.826,4.572,15.086
6599919,K00858.01,1,0.0,13.61014819,19.02,733.0,68.29,5697.0,0.903,4.46,15.06
6675056,K00859.01,0,0.0,10.44331991,2.66,667.0,46.94,4947.0,0.802,4.516,15.546
6685526,K00861.01,2,1.0,2.237489571,1.41,1160.0,427.17,5265.0,0.81,4.58,15.001
6756669,K00862.01,0,0.0,5.851520671,14.62,901.0,155.89,5532.0,0.806,4.53,15.33
6784235,K00863.01,2,1.0,3.167893418,2.62,1221.0,526.23,5895.0,0.94,4.503,15.533
6849310,K00864.01,2,1.0,4.311780262,3.11,1038.0,274.84,5527.0,0.927,4.484,15.604
6849310,K00864.02,2,1.0,20.0504494,2.69,622.0,35.44,5527.0,0.927,4.484,15.604
6849310,K00864.03,2,1.0,9.76734503,2.67,791.0,92.46,5527.0,0.927,4.484,15.604
6862328,K00865.01,1,1.0,119.0207044,8.98,366.0,4.25,5453.0,1.062,4.342,15.085
9471974,K00119.02,2,0.987,190.3200468,7.78,426.0,7.8,5626.0,2.057,3.907,12.654
6862603,K00866.01,0,0.0,2.861159894,4.37,1355.0,797.1,6126.0,1.021,4.458,15.618
7366258,K00880.01,2,1.0,26.44439337,3.91,562.0,23.54,5427.0,0.929,4.463,15.158
7366258,K00880.02,2,0.983,51.53997972,5.51,450.0,9.67,5427.0,0.929,4.463,15.158
7366258,K00880.03,2,1.0,5.902245782,2.43,926.0,173.74,5427.0,0.929,4.463,15.158
7366258,K00880.04,2,1.0,2.382951591,1.86,1253.0,583.01,5427.0,0.929,4.463,15.158
7373451,K00881.01,2,1.0,21.02250608,3.07,521.0,17.48,5067.0,0.75,4.585,15.859
6948054,K00869.04,2,1.0,3.219814777,1.69,998.0,234.93,5103.0,0.787,4.562,15.599
6949607,K00870.01,2,1.0,5.912273234,1.73,585.0,27.72,4072.0,0.57,4.696,15.036
6949607,K00870.02,2,1.0,8.98581901,1.65,509.0,15.9,4072.0,0.57,4.696,15.036
7031517,K00871.01,1,0.0,12.940668656,22.94,723.0,64.64,5875.0,0.809,4.572,15.215
11869052,K00120.01,0,0.573,20.5452375,2.41,742.0,71.57,5670.0,1.264,4.206,12.003
7109675,K00872.01,2,1.0,33.60123371,8.46,495.0,14.22,5149.0,0.93,4.447,15.262
7109675,K00872.02,2,1.0,6.76652928,1.97,845.0,120.48,5149.0,0.93,4.447,15.262
7118364,K00873.01,2,1.0,4.347288783,2.36,1174.0,449.79,5754.0,1.122,4.345,15.024
7134976,K00874.01,2,1.0,4.601811819,2.35,896.0,152.91,4986.0,0.833,4.496,15.024
7134976,K00874.02,2,0.997,11.18719905,1.55,667.0,46.65,4986.0,0.833,4.496,15.024
7135852,K00875.01,2,1.0,4.220965778,2.62,595.0,29.68,3837.0,0.517,4.747,15.692
7270230,K00876.01,0,0.0,6.998099523,588.66,853.0,125.22,5612.0,0.829,4.566,15.877
7287995,K00877.01,2,1.0,5.95489993,2.33,635.0,38.52,4261.0,0.633,4.641,15.019
7287995,K00877.02,2,1.0,12.03987488,2.18,502.0,15.06,4261.0,0.633,4.641,15.019
7287995,K00877.03,2,0.998,20.83762895,1.42,418.0,7.24,4261.0,0.633,4.641,15.019
3247396,K00121.01,0,0.0,8.8111022,63.66,1399.0,904.92,6200.0,2.404,3.8,12.759
7303253,K00878.01,2,1.0,23.58917143,3.16,487.0,13.34,4919.0,0.721,4.566,15.316
5094751,K00123.01,2,1.0,6.481633073,2.54,1145.0,406.25,5945.0,1.302,4.213,12.365
7678434,K00892.01,2,1.0,10.37168928,3.2,720.0,63.68,5121.0,0.888,4.457,15.193
7678434,K00892.02,2,1.0,3.96996298,1.78,992.0,229.37,5121.0,0.888,4.457,15.193
7685981,K00893.01,2,1.0,4.40841331,2.66,1139.0,398.0,6007.0,0.961,4.457,15.662
7708215,K00894.01,0,0.0,7.9426176,4.68,878.0,140.57,5811.0,0.926,4.521,15.26
7373451,K00881.02,2,1.0,226.8904775,4.53,236.0,0.73,5067.0,0.75,4.585,15.859
7377033,K00882.01,0,0.0,1.956811408,21.58,1109.0,357.16,5209.0,0.603,4.657,15.533
7380537,K00883.01,1,0.997,2.688899233,12.04,929.0,175.76,4820.0,0.639,4.667,15.766
7434875,K00884.01,2,1.0,9.439459486,4.16,686.0,52.32,5097.0,0.779,4.597,15.067
8349582,K00122.01,2,1.0,11.523067458,3.13,927.0,174.81,5644.0,1.411,4.162,12.346
7434875,K00884.02,2,0.0,20.47748843,2.92,530.0,18.65,5097.0,0.779,4.597,15.067
7434875,K00884.03,2,1.0,3.336123113,1.74,970.0,209.79,5097.0,0.779,4.597,15.067
7455287,K00886.01,2,1.0,8.01078456,1.72,453.0,9.9,3713.0,0.47,4.779,15.847
7455287,K00886.02,2,1.0,12.07134205,1.29,395.0,5.74,3713.0,0.47,4.779,15.847
7455287,K00886.03,2,0.986,20.99587872,1.3,328.0,2.74,3713.0,0.47,4.779,15.847
7458762,K00887.01,2,1.0,7.41113177,2.45,905.0,158.11,5849.0,0.919,4.517,15.031
7552344,K00888.01,0,0.0,1.000747038,4.14,1620.0,1635.2,5472.0,0.79,4.499,15.419
757450,K00889.01,2,0.999,8.884922995,10.51,770.0,83.21,5332.0,0.843,4.5,15.264
7585481,K00890.01,2,1.0,8.09888906,8.95,986.0,223.19,6214.0,1.076,4.442,15.261
7663691,K00891.01,2,1.0,10.00653012,3.52,876.0,139.21,6063.0,1.001,4.47,15.063
5812701,K00012.01,2,0.635,17.855221681,13.16,911.0,163.04,6823.0,1.367,4.308,11.353
8013419,K00901.01,1,1.0,12.732624065,4.87,432.0,8.22,3950.0,0.541,4.721,15.75
8018547,K00902.01,1,0.966,83.92494032,4.78,226.0,0.62,3960.0,0.509,4.746,15.754
8039892,K00903.01,2,1.0,5.007316661,6.96,998.0,234.28,5865.0,0.827,4.563,15.813
8150320,K00904.01,2,1.0,2.211116989,1.85,931.0,177.19,4500.0,0.646,4.656,15.791
8150320,K00904.02,2,0.997,27.9541337,1.9,400.0,6.04,4500.0,0.646,4.656,15.791
11086270,K00124.01,2,0.415,12.69104387,2.57,1008.0,244.3,5869.0,1.626,4.024,12.935
7767559,K00895.01,0,0.228,4.409409243,10.95,1101.0,347.06,5600.0,0.975,4.368,15.403
7825899,K00896.01,2,1.0,16.23947096,4.14,598.0,30.14,5191.0,0.837,4.564,15.258
7825899,K00896.02,2,1.0,6.308201629,2.96,819.0,106.44,5191.0,0.837,4.564,15.258
7849854,K00897.01,2,1.0,2.052349884,13.12,1497.0,1183.18,5855.0,1.08,4.393,15.257
7870390,K00898.01,2,1.0,9.7704486,2.23,460.0,10.59,3906.0,0.509,4.73,15.777
7870390,K00898.02,2,1.0,5.169804269,1.66,569.0,24.75,3906.0,0.509,4.73,15.777
5094751,K00123.02,2,1.0,21.22261195,2.48,771.0,83.56,5945.0,1.302,4.213,12.365
7870390,K00898.03,2,1.0,20.09017037,2.25,362.0,4.05,3906.0,0.509,4.73,15.777
7907423,K00899.01,2,0.999,7.11373257,1.16,429.0,8.01,3561.0,0.411,4.855,15.234
7907423,K00899.02,2,0.999,3.306551643,0.91,554.0,22.19,3561.0,0.411,4.855,15.234
7907423,K00899.03,2,0.998,15.36845737,1.11,332.0,2.86,3561.0,0.411,4.855,15.234
7938496,K00900.01,2,1.0,13.81020318,4.56,833.0,113.75,5942.0,1.142,4.327,15.425
8490993,K00911.01,2,1.0,4.093578461,2.85,1182.0,461.07,6077.0,0.999,4.471,15.399
8490993,K00911.02,2,0.999,105.145959,3.43,401.0,6.09,6077.0,0.999,4.471,15.399
8505670,K00912.01,2,1.0,10.8484518,2.34,499.0,14.66,4201.0,0.591,4.682,15.058
8505670,K00912.02,2,1.0,6.66833241,1.18,587.0,28.06,4201.0,0.591,4.682,15.058
8544996,K00913.01,2,0.997,4.082274889,10.55,1016.0,251.48,5655.0,0.794,4.581,15.198
8552202,K00914.01,1,1.0,3.886655224,1.87,1010.0,246.29,5662.0,0.738,4.61,15.371
8150320,K00904.03,2,1.0,42.1406089,1.85,349.0,3.49,4500.0,0.646,4.656,15.791
8150320,K00904.04,2,1.0,4.617490562,1.62,728.0,66.47,4500.0,0.646,4.656,15.791
8150320,K00904.05,2,0.996,10.19849255,1.75,559.0,23.11,4500.0,0.646,4.656,15.791
8180063,K00905.01,0,0.0,5.795063956,4.33,950.0,192.74,5865.0,0.827,4.563,15.289
8226994,K00906.01,2,1.0,7.15681552,2.47,782.0,88.23,5029.0,0.838,4.494,15.46
8226994,K00906.02,2,1.0,17.64830851,2.43,579.0,26.49,5029.0,0.838,4.494,15.46
8226994,K00906.03,2,0.957,4.14810719,1.08,938.0,182.76,5029.0,0.838,4.494,15.46
8247638,K00907.01,2,1.0,16.51410989,2.72,655.0,43.57,5527.0,0.866,4.488,15.223
8247638,K00907.02,2,1.0,30.1329298,3.14,536.0,19.55,5527.0,0.866,4.488,15.223
8247638,K00907.03,2,1.0,4.79090809,1.36,990.0,227.24,5527.0,0.866,4.488,15.223
11086270,K00124.02,2,1.0,31.71981013,3.09,743.0,71.97,5869.0,1.626,4.024,12.935
8247638,K00907.04,2,1.0,99.6415962,2.64,360.0,3.97,5527.0,0.866,4.488,15.223
8255887,K00908.01,2,1.0,4.708326451,10.6,1162.0,431.02,5560.0,1.21,4.246,15.113
8256049,K00909.01,0,0.0,16.37198661,540.37,438.0,8.71,4187.0,0.592,4.656,15.654
8414716,K00910.01,2,1.0,5.392026903,2.68,850.0,123.33,5198.0,0.801,4.589,15.651
9140402,K00928.01,1,1.0,2.494170338,2.42,1194.0,480.19,5569.0,0.829,4.566,15.251
9141746,K00929.01,2,1.0,6.491682808,9.66,1062.0,301.54,6123.0,1.107,4.413,15.649
